created_at,account_id,utm_source,utm_medium,utm_campaign,utm_content,utm_term,m_clicks,m_cost
2022-08-01,xo-for-client-ya,yandex,cpc,48306450,8404701663,,6.0,232.524
2022-08-01,xo-for-client-ya,yandex,cpc,48306450,8404701664,,12.0,241.044
2022-08-01,xo-for-client-ya,yandex,cpc,48306450,8404701665,,6.0,153.40800000000002
2022-08-01,xo-for-client-ya,yandex,cpc,48306473,8404704716,,0.0,0.0
2022-08-01,xo-for-client-ya,yandex,cpc,48306473,8813432765,,0.0,0.0
2022-08-01,xo-for-client-ya,yandex,cpc,48306473,8813432767,,0.0,0.0
2022-08-01,xo-for-client-ya,yandex,cpc,48306487,8404707409,,0.0,0.0
2022-08-01,xo-for-client-ya,yandex,cpc,48306487,8404707410,,0.0,0.0
2022-08-01,xo-for-client-ya,yandex,cpc,48306487,8813469519,,7.0,215.436
2022-08-01,xo-for-client-ya,yandex,cpc,48306487,8813469520,,0.0,0.0
2022-08-01,xo-for-client-ya,yandex,cpc,48306487,8813469521,,0.0,0.0
2022-08-01,xo-for-client-ya,yandex,cpc,48306487,8813469522,,0.0,0.0
2022-08-01,xo-for-client-ya,yandex,cpc,48306494,8404707871,,0.0,0.0
2022-08-01,xo-for-client-ya,yandex,cpc,48306494,8404707872,,0.0,0.0
2022-08-01,xo-for-client-ya,yandex,cpc,48306494,8813466151,,0.0,0.0
2022-08-01,xo-for-client-ya,yandex,cpc,48306494,8813466153,,0.0,0.0
2022-08-01,xo-for-client-ya,yandex,cpc,48306518,8404708310,,0.0,0.0
2022-08-01,xo-for-client-ya,yandex,cpc,48306518,8404708311,,0.0,0.0
2022-08-01,xo-for-client-ya,yandex,cpc,48306518,8404708336,,0.0,0.0
2022-08-01,xo-for-client-ya,yandex,cpc,48306518,8813477636,,0.0,0.0
2022-08-06,xo-for-client-ya,yandex,cpc,48306494,8404707871,,3.0,41.016
2022-08-06,xo-for-client-ya,yandex,cpc,48306494,8404707872,,9.0,345.03599999999994
2022-08-06,xo-for-client-ya,yandex,cpc,48306494,8813466151,,0.0,0.0
2022-08-06,xo-for-client-ya,yandex,cpc,48306494,8813466152,,2.0,67.644
2022-08-06,xo-for-client-ya,yandex,cpc,48306494,8813466153,,5.0,134.604
2022-08-06,xo-for-client-ya,yandex,cpc,48306494,8813466154,,18.0,191.7
2022-08-06,xo-for-client-ya,yandex,cpc,48306518,8404708311,,0.0,0.0
2022-08-02,xo-for-client-ya,yandex,cpc,48306487,8813469522,,0.0,0.0
2022-08-02,xo-for-client-ya,yandex,cpc,48306494,8404707871,,0.0,0.0
2022-08-02,xo-for-client-ya,yandex,cpc,48306494,8404707872,,0.0,0.0
2022-08-02,xo-for-client-ya,yandex,cpc,48306494,8813466151,,0.0,0.0
2022-08-02,xo-for-client-ya,yandex,cpc,48306494,8813466152,,0.0,0.0
2022-08-02,xo-for-client-ya,yandex,cpc,48306494,8813466153,,0.0,0.0
2022-08-03,xo-for-client-ya,yandex,cpc,48306435,8813476163,,0.0,0.0
2022-08-03,xo-for-client-ya,yandex,cpc,48306435,8813476164,,1.0,27.587999999999997
2022-08-03,xo-for-client-ya,yandex,cpc,48306450,8404701659,,16.0,383.544
2022-08-03,xo-for-client-ya,yandex,cpc,48306450,8404701661,,7.0,272.148
2022-08-03,xo-for-client-ya,yandex,cpc,48306450,8404701663,,1.0,48.084
2022-08-03,xo-for-client-ya,yandex,cpc,48306450,8404701664,,11.0,237.084
2022-08-03,xo-for-client-ya,yandex,cpc,48306450,8404701665,,9.0,217.752
2022-08-03,xo-for-client-ya,yandex,cpc,48306473,8404704716,,0.0,0.0
2022-08-03,xo-for-client-ya,yandex,cpc,48306473,8813432765,,0.0,0.0
2022-08-03,xo-for-client-ya,yandex,cpc,48306473,8813432767,,0.0,0.0
2022-08-03,xo-for-client-ya,yandex,cpc,48306487,8404707409,,2.0,60.18
2022-08-03,xo-for-client-ya,yandex,cpc,48306487,8404707410,,3.0,51.984
2022-08-03,xo-for-client-ya,yandex,cpc,48306487,8813469519,,5.0,139.392
2022-08-03,xo-for-client-ya,yandex,cpc,48306487,8813469520,,0.0,0.0
2022-08-03,xo-for-client-ya,yandex,cpc,48306487,8813469521,,0.0,0.0
2022-08-03,xo-for-client-ya,yandex,cpc,48306487,8813469522,,0.0,0.0
2022-08-03,xo-for-client-ya,yandex,cpc,48306494,8404707871,,0.0,0.0
2022-08-03,xo-for-client-ya,yandex,cpc,48306494,8404707872,,0.0,0.0
2022-08-03,xo-for-client-ya,yandex,cpc,48306494,8813466151,,0.0,0.0
2022-08-03,xo-for-client-ya,yandex,cpc,48306494,8813466152,,0.0,0.0
2022-08-03,xo-for-client-ya,yandex,cpc,48306494,8813466154,,3.0,10.704
2022-08-03,xo-for-client-ya,yandex,cpc,48306518,8404708310,,0.0,0.0
2022-09-13,xo-for-client-ya,yandex,cpc,48306435,8404700756,,0.0,0.0
2022-09-13,xo-for-client-ya,yandex,cpc,48306435,8404700757,,0.0,0.0
2022-09-13,xo-for-client-ya,yandex,cpc,48306435,8813476161,,0.0,0.0
2022-09-13,xo-for-client-ya,yandex,cpc,48306435,8813476162,,1.0,31.104000000000003
2022-09-13,xo-for-client-ya,yandex,cpc,48306435,8813476163,,0.0,0.0
2022-09-13,xo-for-client-ya,yandex,cpc,48306435,8813476164,,1.0,19.355999999999998
2022-09-13,xo-for-client-ya,yandex,cpc,48306450,8404701659,,13.0,625.7760000000001
2022-09-13,xo-for-client-ya,yandex,cpc,48306450,8404701661,,19.0,664.3679999999999
2022-08-04,xo-for-client-ya,yandex,cpc,48306435,8813476162,,2.0,78.324
2022-08-04,xo-for-client-ya,yandex,cpc,48306435,8813476163,,0.0,0.0
2022-08-04,xo-for-client-ya,yandex,cpc,48306435,8813476164,,0.0,0.0
2022-08-04,xo-for-client-ya,yandex,cpc,48306450,8404701659,,19.0,529.116
2022-08-04,xo-for-client-ya,yandex,cpc,48306450,8404701661,,13.0,404.328
2022-08-04,xo-for-client-ya,yandex,cpc,48306450,8404701663,,9.0,266.42400000000004
2022-08-04,xo-for-client-ya,yandex,cpc,48306450,8404701664,,5.0,113.292
2022-08-04,xo-for-client-ya,yandex,cpc,48306450,8404701665,,10.0,161.65200000000002
2022-08-04,xo-for-client-ya,yandex,cpc,48306473,8404704716,,1.0,6.119999999999999
2022-08-04,xo-for-client-ya,yandex,cpc,48306473,8813432765,,1.0,17.268
2022-08-04,xo-for-client-ya,yandex,cpc,48306487,8404707409,,1.0,28.104000000000003
2022-08-04,xo-for-client-ya,yandex,cpc,48306487,8404707410,,2.0,21.036
2022-08-04,xo-for-client-ya,yandex,cpc,48306487,8813469519,,7.0,220.06799999999998
2022-08-04,xo-for-client-ya,yandex,cpc,48306487,8813469520,,0.0,0.0
2022-08-04,xo-for-client-ya,yandex,cpc,48306487,8813469521,,0.0,0.0
2022-08-04,xo-for-client-ya,yandex,cpc,48306487,8813469522,,0.0,0.0
2022-08-04,xo-for-client-ya,yandex,cpc,48306494,8404707871,,0.0,0.0
2022-08-04,xo-for-client-ya,yandex,cpc,48306494,8404707872,,4.0,39.995999999999995
2022-08-04,xo-for-client-ya,yandex,cpc,48306494,8813466151,,0.0,0.0
2022-08-04,xo-for-client-ya,yandex,cpc,48306494,8813466152,,0.0,0.0
2022-08-04,xo-for-client-ya,yandex,cpc,48306494,8813466153,,5.0,20.7
2022-08-04,xo-for-client-ya,yandex,cpc,48306494,8813466154,,4.0,12.756
2022-08-05,xo-for-client-ya,yandex,cpc,48306435,8404700756,,2.0,26.616
2022-08-05,xo-for-client-ya,yandex,cpc,48306435,8404700757,,1.0,13.356000000000002
2022-08-05,xo-for-client-ya,yandex,cpc,48306435,8813476161,,3.0,126.45599999999999
2022-08-05,xo-for-client-ya,yandex,cpc,48306435,8813476162,,1.0,5.748
2022-08-05,xo-for-client-ya,yandex,cpc,48306435,8813476163,,0.0,0.0
2022-08-05,xo-for-client-ya,yandex,cpc,48306435,8813476164,,1.0,27.492
2022-08-05,xo-for-client-ya,yandex,cpc,48306450,8404701659,,11.0,363.36
2022-08-05,xo-for-client-ya,yandex,cpc,48306450,8404701661,,8.0,153.492
2022-08-05,xo-for-client-ya,yandex,cpc,48306450,8404701663,,0.0,0.0
2022-08-05,xo-for-client-ya,yandex,cpc,48306450,8404701664,,8.0,202.824
2022-08-05,xo-for-client-ya,yandex,cpc,48306450,8404701665,,9.0,169.81199999999998
2022-08-05,xo-for-client-ya,yandex,cpc,48306473,8404704716,,0.0,0.0
2022-08-05,xo-for-client-ya,yandex,cpc,48306473,8813432765,,0.0,0.0
2022-08-05,xo-for-client-ya,yandex,cpc,48306473,8813432768,,0.0,0.0
2022-08-05,xo-for-client-ya,yandex,cpc,48306487,8404707409,,0.0,0.0
2022-08-05,xo-for-client-ya,yandex,cpc,48306487,8404707410,,3.0,75.144
2022-08-05,xo-for-client-ya,yandex,cpc,48306487,8813469519,,3.0,63.888000000000005
2022-08-05,xo-for-client-ya,yandex,cpc,48306487,8813469520,,0.0,0.0
2022-08-05,xo-for-client-ya,yandex,cpc,48306487,8813469521,,0.0,0.0
2022-08-05,xo-for-client-ya,yandex,cpc,48306487,8813469522,,0.0,0.0
2022-08-05,xo-for-client-ya,yandex,cpc,48306494,8404707871,,4.0,177.456
2022-08-05,xo-for-client-ya,yandex,cpc,48306494,8404707872,,5.0,110.568
2022-08-05,xo-for-client-ya,yandex,cpc,48306494,8813466151,,0.0,0.0
2022-08-05,xo-for-client-ya,yandex,cpc,48306494,8813466152,,0.0,0.0
2022-08-05,xo-for-client-ya,yandex,cpc,48306494,8813466153,,16.0,242.616
2022-08-05,xo-for-client-ya,yandex,cpc,48306494,8813466154,,19.0,88.70400000000001
2022-08-05,xo-for-client-ya,yandex,cpc,48306518,8404708298,,0.0,0.0
2022-08-06,xo-for-client-ya,yandex,cpc,48306435,8404700756,,0.0,0.0
2022-08-06,xo-for-client-ya,yandex,cpc,48306435,8404700757,,0.0,0.0
2022-08-06,xo-for-client-ya,yandex,cpc,48306435,8813476161,,5.0,137.292
2022-08-06,xo-for-client-ya,yandex,cpc,48306435,8813476162,,3.0,65.892
2022-08-06,xo-for-client-ya,yandex,cpc,48306435,8813476163,,0.0,0.0
2022-08-06,xo-for-client-ya,yandex,cpc,48306435,8813476164,,1.0,20.148
2022-08-06,xo-for-client-ya,yandex,cpc,48306450,8404701659,,6.0,110.412
2022-08-06,xo-for-client-ya,yandex,cpc,48306450,8404701661,,9.0,240.024
2022-08-06,xo-for-client-ya,yandex,cpc,48306450,8404701663,,1.0,37.668
2022-08-06,xo-for-client-ya,yandex,cpc,48306450,8404701664,,3.0,94.308
2022-08-06,xo-for-client-ya,yandex,cpc,48306450,8404701665,,4.0,86.208
2022-08-06,xo-for-client-ya,yandex,cpc,48306473,8404704716,,0.0,0.0
2022-08-06,xo-for-client-ya,yandex,cpc,48306473,8404704717,,0.0,0.0
2022-08-06,xo-for-client-ya,yandex,cpc,48306473,8813432765,,0.0,0.0
2022-08-06,xo-for-client-ya,yandex,cpc,48306487,8404707409,,0.0,0.0
2022-01-04,xo-for-client-ya,yandex,cpc,48306435,8404700756,,1.0,11.364
2022-01-04,xo-for-client-ya,yandex,cpc,48306435,8404700757,,0.0,0.0
2022-01-04,xo-for-client-ya,yandex,cpc,48306435,8813476161,,0.0,0.0
2022-01-04,xo-for-client-ya,yandex,cpc,48306435,8813476162,,0.0,0.0
2022-01-04,xo-for-client-ya,yandex,cpc,48306435,8813476163,,0.0,0.0
2022-01-04,xo-for-client-ya,yandex,cpc,48306435,8813476164,,0.0,0.0
2022-01-04,xo-for-client-ya,yandex,cpc,48306450,8404701659,,1.0,27.395999999999997
2022-01-04,xo-for-client-ya,yandex,cpc,48306450,8404701661,,6.0,107.892
2022-01-04,xo-for-client-ya,yandex,cpc,48306450,8404701663,,5.0,130.872
2022-01-04,xo-for-client-ya,yandex,cpc,48306450,8404701664,,10.0,241.008
2022-01-04,xo-for-client-ya,yandex,cpc,48306450,8404701665,,7.0,110.44800000000001
2022-01-14,xo-for-client-ya,yandex,cpc,48306435,8404700756,,1.0,4.44
2022-01-14,xo-for-client-ya,yandex,cpc,48306435,8404700757,,1.0,13.38
2022-01-14,xo-for-client-ya,yandex,cpc,48306435,8813476161,,0.0,0.0
2022-01-14,xo-for-client-ya,yandex,cpc,48306435,8813476162,,1.0,22.08
2022-01-14,xo-for-client-ya,yandex,cpc,48306435,8813476163,,4.0,54.78
2022-01-14,xo-for-client-ya,yandex,cpc,48306435,8813476164,,0.0,0.0
2022-01-05,xo-for-client-ya,yandex,cpc,48306435,8404700756,,0.0,0.0
2022-01-05,xo-for-client-ya,yandex,cpc,48306435,8404700757,,0.0,0.0
2022-01-05,xo-for-client-ya,yandex,cpc,48306435,8813476162,,0.0,0.0
2022-01-05,xo-for-client-ya,yandex,cpc,48306435,8813476163,,0.0,0.0
2022-01-05,xo-for-client-ya,yandex,cpc,48306435,8813476164,,0.0,0.0
2022-01-05,xo-for-client-ya,yandex,cpc,48306450,8404701659,,1.0,32.147999999999996
2022-01-05,xo-for-client-ya,yandex,cpc,48306450,8404701661,,11.0,217.38
2022-01-05,xo-for-client-ya,yandex,cpc,48306450,8404701663,,4.0,124.15199999999999
2022-01-05,xo-for-client-ya,yandex,cpc,48306450,8404701664,,6.0,194.59199999999998
2022-01-05,xo-for-client-ya,yandex,cpc,48306450,8404701665,,10.0,157.92
2022-01-07,xo-for-client-ya,yandex,cpc,48306435,8404700756,,0.0,0.0
2022-01-07,xo-for-client-ya,yandex,cpc,48306435,8404700757,,0.0,0.0
2022-01-07,xo-for-client-ya,yandex,cpc,48306435,8813476161,,0.0,0.0
2022-01-07,xo-for-client-ya,yandex,cpc,48306435,8813476162,,0.0,0.0
2022-01-07,xo-for-client-ya,yandex,cpc,48306435,8813476163,,0.0,0.0
2022-01-07,xo-for-client-ya,yandex,cpc,48306435,8813476164,,0.0,0.0
2022-01-07,xo-for-client-ya,yandex,cpc,48306450,8404701659,,2.0,52.188
2022-01-07,xo-for-client-ya,yandex,cpc,48306450,8404701661,,14.0,281.28000000000003
2022-01-07,xo-for-client-ya,yandex,cpc,48306450,8404701663,,0.0,0.0
2022-01-07,xo-for-client-ya,yandex,cpc,48306450,8404701664,,11.0,216.12
2022-01-07,xo-for-client-ya,yandex,cpc,48306450,8404701665,,10.0,128.04000000000002
2022-01-03,xo-for-client-ya,yandex,cpc,48306435,8404700756,,0.0,0.0
2022-01-03,xo-for-client-ya,yandex,cpc,48306435,8404700757,,1.0,11.952000000000002
2022-01-03,xo-for-client-ya,yandex,cpc,48306435,8813476161,,0.0,0.0
2022-01-03,xo-for-client-ya,yandex,cpc,48306435,8813476162,,0.0,0.0
2022-01-03,xo-for-client-ya,yandex,cpc,48306435,8813476163,,0.0,0.0
2022-01-03,xo-for-client-ya,yandex,cpc,48306435,8813476164,,0.0,0.0
2022-01-03,xo-for-client-ya,yandex,cpc,48306450,8404701661,,8.0,150.624
2022-01-03,xo-for-client-ya,yandex,cpc,48306450,8404701663,,1.0,24.024
2022-01-03,xo-for-client-ya,yandex,cpc,48306450,8404701664,,0.0,0.0
2022-01-03,xo-for-client-ya,yandex,cpc,48306450,8404701665,,1.0,15.48
2022-01-09,xo-for-client-ya,yandex,cpc,48306435,8404700756,,0.0,0.0
2022-01-09,xo-for-client-ya,yandex,cpc,48306435,8404700757,,1.0,19.752000000000002
2022-01-09,xo-for-client-ya,yandex,cpc,48306435,8813476161,,0.0,0.0
2022-01-09,xo-for-client-ya,yandex,cpc,48306435,8813476162,,0.0,0.0
2022-01-09,xo-for-client-ya,yandex,cpc,48306435,8813476163,,0.0,0.0
2022-01-09,xo-for-client-ya,yandex,cpc,48306435,8813476164,,0.0,0.0
2022-01-09,xo-for-client-ya,yandex,cpc,48306450,8404701659,,0.0,0.0
2022-01-09,xo-for-client-ya,yandex,cpc,48306450,8404701661,,17.0,343.8
2022-01-09,xo-for-client-ya,yandex,cpc,48306450,8404701663,,2.0,27.587999999999997
2022-01-09,xo-for-client-ya,yandex,cpc,48306450,8404701664,,11.0,202.044
2022-01-09,xo-for-client-ya,yandex,cpc,48306450,8404701665,,6.0,64.86
2022-01-06,xo-for-client-ya,yandex,cpc,48306435,8404700756,,0.0,0.0
2022-01-06,xo-for-client-ya,yandex,cpc,48306435,8404700757,,1.0,36.96
2022-01-06,xo-for-client-ya,yandex,cpc,48306435,8813476161,,0.0,0.0
2022-01-06,xo-for-client-ya,yandex,cpc,48306435,8813476162,,1.0,14.927999999999999
2022-01-06,xo-for-client-ya,yandex,cpc,48306435,8813476163,,0.0,0.0
2022-01-06,xo-for-client-ya,yandex,cpc,48306435,8813476164,,0.0,0.0
2022-01-06,xo-for-client-ya,yandex,cpc,48306450,8404701659,,2.0,43.440000000000005
2022-01-06,xo-for-client-ya,yandex,cpc,48306450,8404701661,,12.0,225.94799999999998
2022-01-06,xo-for-client-ya,yandex,cpc,48306450,8404701663,,4.0,79.128
2022-01-06,xo-for-client-ya,yandex,cpc,48306450,8404701664,,14.0,290.868
2022-01-06,xo-for-client-ya,yandex,cpc,48306450,8404701665,,4.0,41.616
2022-01-08,xo-for-client-ya,yandex,cpc,48306435,8404700756,,0.0,0.0
2022-01-08,xo-for-client-ya,yandex,cpc,48306435,8404700757,,0.0,0.0
2022-01-08,xo-for-client-ya,yandex,cpc,48306435,8813476161,,0.0,0.0
2022-01-08,xo-for-client-ya,yandex,cpc,48306435,8813476162,,0.0,0.0
2022-01-08,xo-for-client-ya,yandex,cpc,48306435,8813476163,,0.0,0.0
2022-01-08,xo-for-client-ya,yandex,cpc,48306435,8813476164,,1.0,10.860000000000001
2022-01-08,xo-for-client-ya,yandex,cpc,48306450,8404701659,,1.0,15.036
2022-01-08,xo-for-client-ya,yandex,cpc,48306450,8404701661,,17.0,274.5
2022-01-08,xo-for-client-ya,yandex,cpc,48306450,8404701663,,0.0,0.0
2022-01-08,xo-for-client-ya,yandex,cpc,48306450,8404701664,,11.0,242.844
2022-01-08,xo-for-client-ya,yandex,cpc,48306450,8404701665,,8.0,136.776
2022-01-10,xo-for-client-ya,yandex,cpc,48306435,8404700756,,0.0,0.0
2022-01-10,xo-for-client-ya,yandex,cpc,48306435,8404700757,,0.0,0.0
2022-01-10,xo-for-client-ya,yandex,cpc,48306435,8813476161,,0.0,0.0
2022-01-10,xo-for-client-ya,yandex,cpc,48306435,8813476162,,0.0,0.0
2022-01-10,xo-for-client-ya,yandex,cpc,48306435,8813476163,,1.0,20.112000000000002
2022-01-10,xo-for-client-ya,yandex,cpc,48306435,8813476164,,1.0,12.468
2022-01-10,xo-for-client-ya,yandex,cpc,48306450,8404701659,,1.0,47.327999999999996
2022-01-10,xo-for-client-ya,yandex,cpc,48306450,8404701661,,8.0,126.54
2022-01-10,xo-for-client-ya,yandex,cpc,48306450,8404701663,,4.0,168.144
2022-01-10,xo-for-client-ya,yandex,cpc,48306450,8404701664,,10.0,234.924
2022-01-10,xo-for-client-ya,yandex,cpc,48306450,8404701665,,10.0,166.416
2022-01-17,xo-for-client-ya,yandex,cpc,48306435,8404700756,,0.0,0.0
2022-01-17,xo-for-client-ya,yandex,cpc,48306435,8404700757,,0.0,0.0
2022-01-17,xo-for-client-ya,yandex,cpc,48306435,8813476161,,0.0,0.0
2022-01-17,xo-for-client-ya,yandex,cpc,48306435,8813476162,,0.0,0.0
2022-01-17,xo-for-client-ya,yandex,cpc,48306435,8813476163,,0.0,0.0
2022-01-17,xo-for-client-ya,yandex,cpc,48306435,8813476164,,0.0,0.0
2022-01-17,xo-for-client-ya,yandex,cpc,48306450,8404701659,,0.0,0.0
2022-01-17,xo-for-client-ya,yandex,cpc,48306450,8404701661,,8.0,132.804
2022-01-17,xo-for-client-ya,yandex,cpc,48306450,8404701663,,1.0,17.196
2022-01-11,xo-for-client-ya,yandex,cpc,48306435,8404700756,,1.0,17.784
2022-01-11,xo-for-client-ya,yandex,cpc,48306435,8404700757,,0.0,0.0
2022-01-11,xo-for-client-ya,yandex,cpc,48306435,8813476161,,0.0,0.0
2022-01-11,xo-for-client-ya,yandex,cpc,48306435,8813476162,,0.0,0.0
2022-01-11,xo-for-client-ya,yandex,cpc,48306435,8813476163,,0.0,0.0
2022-01-11,xo-for-client-ya,yandex,cpc,48306435,8813476164,,0.0,0.0
2022-01-11,xo-for-client-ya,yandex,cpc,48306450,8404701659,,3.0,56.16
2022-01-11,xo-for-client-ya,yandex,cpc,48306450,8404701661,,10.0,117.6
2022-01-11,xo-for-client-ya,yandex,cpc,48306450,8404701663,,1.0,19.116
2022-01-11,xo-for-client-ya,yandex,cpc,48306450,8404701664,,11.0,248.51999999999998
2022-01-11,xo-for-client-ya,yandex,cpc,48306450,8404701665,,15.0,224.676
2022-01-13,xo-for-client-ya,yandex,cpc,48306435,8404700756,,0.0,0.0
2022-01-13,xo-for-client-ya,yandex,cpc,48306435,8404700757,,0.0,0.0
2022-01-13,xo-for-client-ya,yandex,cpc,48306435,8813476161,,0.0,0.0
2022-01-13,xo-for-client-ya,yandex,cpc,48306435,8813476162,,0.0,0.0
2022-01-13,xo-for-client-ya,yandex,cpc,48306435,8813476163,,1.0,5.34
2022-01-13,xo-for-client-ya,yandex,cpc,48306435,8813476164,,0.0,0.0
2022-01-13,xo-for-client-ya,yandex,cpc,48306450,8404701659,,2.0,55.788000000000004
2022-01-13,xo-for-client-ya,yandex,cpc,48306450,8404701661,,9.0,83.79599999999999
2022-01-13,xo-for-client-ya,yandex,cpc,48306450,8404701663,,0.0,0.0
2022-01-13,xo-for-client-ya,yandex,cpc,48306450,8404701664,,8.0,193.212
2022-01-12,xo-for-client-ya,yandex,cpc,48306435,8404700756,,0.0,0.0
2022-01-12,xo-for-client-ya,yandex,cpc,48306435,8404700757,,1.0,18.696
2022-01-12,xo-for-client-ya,yandex,cpc,48306435,8813476162,,0.0,0.0
2022-01-12,xo-for-client-ya,yandex,cpc,48306435,8813476163,,1.0,11.628
2022-01-12,xo-for-client-ya,yandex,cpc,48306435,8813476164,,0.0,0.0
2022-01-12,xo-for-client-ya,yandex,cpc,48306450,8404701659,,0.0,0.0
2022-01-12,xo-for-client-ya,yandex,cpc,48306450,8404701661,,15.0,282.18
2022-01-12,xo-for-client-ya,yandex,cpc,48306450,8404701663,,0.0,0.0
2022-01-12,xo-for-client-ya,yandex,cpc,48306450,8404701664,,12.0,237.96
2022-01-12,xo-for-client-ya,yandex,cpc,48306450,8404701665,,11.0,179.41199999999998
2022-01-16,xo-for-client-ya,yandex,cpc,48306435,8404700756,,0.0,0.0
2022-01-16,xo-for-client-ya,yandex,cpc,48306435,8404700757,,0.0,0.0
2022-01-16,xo-for-client-ya,yandex,cpc,48306435,8813476161,,0.0,0.0
2022-01-16,xo-for-client-ya,yandex,cpc,48306435,8813476162,,0.0,0.0
2022-01-16,xo-for-client-ya,yandex,cpc,48306435,8813476163,,0.0,0.0
2022-01-16,xo-for-client-ya,yandex,cpc,48306435,8813476164,,0.0,0.0
2022-01-16,xo-for-client-ya,yandex,cpc,48306450,8404701659,,1.0,34.476
2022-01-16,xo-for-client-ya,yandex,cpc,48306450,8404701661,,15.0,301.44
2022-01-16,xo-for-client-ya,yandex,cpc,48306450,8404701663,,0.0,0.0
2022-01-16,xo-for-client-ya,yandex,cpc,48306450,8404701664,,6.0,136.068
2022-01-16,xo-for-client-ya,yandex,cpc,48306450,8404701665,,5.0,63.588
2022-01-13,xo-for-client-ya,yandex,cpc,48306450,8404701665,,12.0,187.536
2022-01-21,xo-for-client-ya,yandex,cpc,48306435,8404700756,,0.0,0.0
2022-01-21,xo-for-client-ya,yandex,cpc,48306435,8404700757,,0.0,0.0
2022-01-21,xo-for-client-ya,yandex,cpc,48306435,8813476162,,0.0,0.0
2022-01-21,xo-for-client-ya,yandex,cpc,48306435,8813476163,,0.0,0.0
2022-01-21,xo-for-client-ya,yandex,cpc,48306435,8813476164,,1.0,7.236000000000001
2022-01-21,xo-for-client-ya,yandex,cpc,48306450,8404701659,,1.0,18.564
2022-01-21,xo-for-client-ya,yandex,cpc,48306450,8404701661,,9.0,256.464
2022-01-21,xo-for-client-ya,yandex,cpc,48306450,8404701663,,3.0,99.288
2022-01-21,xo-for-client-ya,yandex,cpc,48306450,8404701664,,7.0,116.316
2022-01-21,xo-for-client-ya,yandex,cpc,48306450,8404701665,,19.0,289.368
2022-01-30,xo-for-client-ya,yandex,cpc,48306435,8404700756,,2.0,21.695999999999998
2022-01-30,xo-for-client-ya,yandex,cpc,48306435,8404700757,,0.0,0.0
2022-01-30,xo-for-client-ya,yandex,cpc,48306435,8813476161,,0.0,0.0
2022-01-30,xo-for-client-ya,yandex,cpc,48306435,8813476162,,0.0,0.0
2022-01-30,xo-for-client-ya,yandex,cpc,48306435,8813476163,,0.0,0.0
2022-01-30,xo-for-client-ya,yandex,cpc,48306435,8813476164,,0.0,0.0
2022-01-30,xo-for-client-ya,yandex,cpc,48306450,8404701659,,2.0,37.212
2022-01-30,xo-for-client-ya,yandex,cpc,48306450,8404701661,,12.0,248.628
2022-01-30,xo-for-client-ya,yandex,cpc,48306450,8404701663,,2.0,32.964
2022-01-30,xo-for-client-ya,yandex,cpc,48306450,8404701664,,6.0,69.58800000000001
2022-01-14,xo-for-client-ya,yandex,cpc,48306450,8404701659,,4.0,122.28
2022-01-14,xo-for-client-ya,yandex,cpc,48306450,8404701661,,7.0,64.332
2022-01-14,xo-for-client-ya,yandex,cpc,48306450,8404701664,,12.0,288.084
2022-01-14,xo-for-client-ya,yandex,cpc,48306450,8404701665,,4.0,86.35199999999999
2022-01-20,xo-for-client-ya,yandex,cpc,48306435,8404700756,,1.0,10.596
2022-01-20,xo-for-client-ya,yandex,cpc,48306435,8404700757,,0.0,0.0
2022-01-20,xo-for-client-ya,yandex,cpc,48306435,8813476162,,0.0,0.0
2022-01-20,xo-for-client-ya,yandex,cpc,48306435,8813476163,,0.0,0.0
2022-01-20,xo-for-client-ya,yandex,cpc,48306435,8813476164,,0.0,0.0
2022-01-20,xo-for-client-ya,yandex,cpc,48306450,8404701659,,1.0,21.131999999999998
2022-01-20,xo-for-client-ya,yandex,cpc,48306450,8404701661,,21.0,440.05199999999996
2022-01-20,xo-for-client-ya,yandex,cpc,48306450,8404701663,,2.0,59.232
2022-01-20,xo-for-client-ya,yandex,cpc,48306450,8404701664,,5.0,83.172
2022-01-20,xo-for-client-ya,yandex,cpc,48306450,8404701665,,10.0,133.01999999999998
2022-01-15,xo-for-client-ya,yandex,cpc,48306435,8404700756,,0.0,0.0
2022-01-15,xo-for-client-ya,yandex,cpc,48306435,8404700757,,0.0,0.0
2022-01-15,xo-for-client-ya,yandex,cpc,48306435,8813476161,,0.0,0.0
2022-01-15,xo-for-client-ya,yandex,cpc,48306435,8813476162,,0.0,0.0
2022-01-15,xo-for-client-ya,yandex,cpc,48306435,8813476163,,0.0,0.0
2022-01-15,xo-for-client-ya,yandex,cpc,48306435,8813476164,,0.0,0.0
2022-01-15,xo-for-client-ya,yandex,cpc,48306450,8404701659,,1.0,22.212000000000003
2022-01-15,xo-for-client-ya,yandex,cpc,48306450,8404701661,,7.0,156.62400000000002
2022-01-15,xo-for-client-ya,yandex,cpc,48306450,8404701663,,1.0,14.616
2022-01-15,xo-for-client-ya,yandex,cpc,48306450,8404701664,,10.0,243.612
2022-01-15,xo-for-client-ya,yandex,cpc,48306450,8404701665,,3.0,36.995999999999995
2022-01-22,xo-for-client-ya,yandex,cpc,48306435,8404700756,,0.0,0.0
2022-01-22,xo-for-client-ya,yandex,cpc,48306435,8404700757,,0.0,0.0
2022-01-22,xo-for-client-ya,yandex,cpc,48306435,8813476161,,0.0,0.0
2022-01-22,xo-for-client-ya,yandex,cpc,48306435,8813476162,,0.0,0.0
